"";"ApplicationNumber";"Mark";"MarkCurrentStatusCode";"ApplicationDate";"ExpiryDate";"DEPOSANT";"DEPOTIT";"MarkFeature";"url";"search";"FranceX";"depo";"titulaire"
"214";"3071520";"france trains ft";"Marque expirée";20001218;20201218;"societe nationale des chemins de fer francais sncf, etablissement public à caractère industriel et commercial";"societe nationale des chemins de fer francais sncf";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3071520";"France;EtablissementPublic";"France X";"societe nationale des chemins de fer francais sncf, etablissement public à caractère industriel et commercial societe nationale des chemins de fer francais sncf";"EPIC"
"215";"3070585";"gaz de france direct";"Marque expirée";20001207;20101207;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3070585";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"216";"3070586";"direct gaz de france";"Marque expirée";20001207;20101207;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3070586";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"217";"3060014";"gaz de france energie";"Marque expirée";20001024;20101024;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3060014";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"218";"3060017";"gaz de france energies";"Marque expirée";20001024;20101024;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3060017";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"219";"3060015";"gaz de france energia";"Marque expirée";20001024;20101024;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3060015";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"220";"3060018";"gaz de france energy";"Marque expirée";20001024;20101024;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3060018";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"221";"3056442";"climo gaz avec gaz de france";"Marque expirée";20000928;20100928;"gaz de france-service national (etablissement public à caractère industriel et commerciale),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3056442";"France;EtablissementPublic";"[de|en|la] France";"gaz de france-service national (etablissement public à caractère industriel et commerciale), gaz de france,gdf suez";"EPIC"
"222";"3038297";"france monnaie";"Marque renouvelée";20000703;20300703;"la monnaie de paris, etablissement public à caractère industriel et commercial";"la monnaie de paris";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3038297";"France;EtablissementPublic";"France X";"la monnaie de paris, etablissement public à caractère industriel et commercial la monnaie de paris";"EPIC"
"223";"3018658";"tourismes france secrétariat d&apos;etat au tourisme la lettre du secrétariat d&apos;etat au tourisme";"Marque expirée";20000403;20100403;"etat français représenté par le ministère de l&apos;équipement des transports et du logement - secrétariat d&apos;etat au tourisme direction du tourisme,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3018658";"France;EtatFrançais";"Autre France";"etat français représenté par le ministère de l&apos;équipement des transports et du logement - secrétariat d&apos;etat au tourisme direction du tourisme, NA";"Etat Français"
"224";"3018601";"universite medicale virtuelle france et francophonie umvff";"Marque expirée";20000331;20100331;"université pierre et marie curie (paris 6) etablissement public à caractère scientifique, culturel et professionnel,";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3018601";"France;EtablissementPublic";"Autre France";"université pierre et marie curie (paris 6) etablissement public à caractère scientifique, culturel et professionnel, NA";"EPSCP"
"225";"3012139";"climo&apos;gaz avec gaz de france";"Marque expirée";20000306;20100306;"gaz de france - service national (établissement public à caractère industriel et commercial),";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR3012139";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national (établissement public à caractère industriel et commercial), gaz de france,gdf suez";"EPIC"
"226";"99826731";"cd-export france";"Marque expirée";19991203;20191203;"chambre de commerce et d&apos;industrie de paris, etablissement public";"chambre de commerce et d industrie de region paris ile de france";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99826731";"France;EtablissementPublic";"X France";"chambre de commerce et d&apos;industrie de paris, etablissement public chambre de commerce et d industrie de region paris ile de france";"Etablissement public"
"227";"99819606";"connecting sphere connecting the university of science and technology of lille (france) with the world";"Marque expirée";19991020;20091020;"universite lille 1 (etablissement public a caractere scientifique, culturel et professionnel),";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99819606";"France;EtablissementPublic";"Autre France";"universite lille 1 (etablissement public a caractere scientifique, culturel et professionnel), NA";"EPSCP"
"228";"99805954";"club gaz de france";"Marque expirée";19990803;20090803;"gaz de france - délégation à la communication etablissement public à caractère industriel et commercial, créé par la loi du 8 avril 1946,";"gaz de france,gdf suez";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99805954";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - délégation à la communication etablissement public à caractère industriel et commercial, créé par la loi du 8 avril 1946, gaz de france,gdf suez";"EPIC"
"229";"99802060";"societe pour le developpement de l&apos;industrie du gaz en france "" s d i g """;"Marque expirée";19990709;20090709;"gaz de france etablissement public à caractère industriel et commercial, créé par la loi du 8 avril 1946,";"gaz de france,gdf suez";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99802060";"France;EtablissementPublic";"[de|en|la] France";"gaz de france etablissement public à caractère industriel et commercial, créé par la loi du 8 avril 1946, gaz de france,gdf suez";"EPIC"
"230";"99789073";"france investissement";"Marque expirée";19990428;20090428;"publicis consultants (s.a.r.l.),";"le ministere de l&apos;economie et des finances,etat francais represente par le ministre de l economie...";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99789073";"France;EtatFrançais";"France X";"publicis consultants (s.a.r.l.), le ministere de l&apos;economie et des finances,etat francais represente par le ministre de l economie...";"Etat Français"
"231";"99789074";"france tresor";"Marque expirée";19990428;20190428;"etat francais represente par le ministere de l&apos;economie, de l&apos;industrie et de l&apos;emploi";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99789074";"France;EtatFrançais";"France X";"etat francais represente par le ministere de l&apos;economie, de l&apos;industrie et de l&apos;emploi NA";"Etat Français"
"232";"99789075";"france valeur";"Marque expirée";19990428;20090428;"publicis consultants (s.a.r.l.),";"le ministere de l&apos;economie et des finances,etat francais represente par le ministre de l economie...";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99789075";"France;EtatFrançais";"France X";"publicis consultants (s.a.r.l.), le ministere de l&apos;economie et des finances,etat francais represente par le ministre de l economie...";"Etat Français"
"233";"99783887";"l&apos;artisanat premiere entreprise de france";"Marque renouvelée";19990315;20290315;"fonds national de promotion et de communication de l&apos;artisanat, etablissement public national à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR99783887";"France;EtablissementPublic";"[de|en|la] France";"fonds national de promotion et de communication de l&apos;artisanat, etablissement public national à caractère administratif NA";"EPA"
"234";"98764391";"france rail";"Marque renouvelée";19981215;20281215;"sncf mobilités, etablissement public à caractère industriel et commercial";"sncf voyageurs, société anonyme";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR98764391";"France;EtablissementPublic";"France X";"sncf mobilités, etablissement public à caractère industriel et commercial sncf voyageurs, société anonyme";"EPIC"
"235";"98736903";"monuments historiques paris france";"Marque expirée";19980519;20080519;"caisse nationale des monuments historiques et des sites etablissement public à caractère administratif,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR98736903";"France;EtablissementPublic";"X France";"caisse nationale des monuments historiques et des sites etablissement public à caractère administratif, NA";"EPA"
"236";"98736904";"monuments historiques paris france";"Marque expirée";19980519;20080519;"caisse nationale des monuments historiques et des sites etablissement public à caractère administratif,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR98736904";"France;EtablissementPublic";"X France";"caisse nationale des monuments historiques et des sites etablissement public à caractère administratif, NA";"EPA"
"237";"98727736";"edf électricité de france électrique";"Marque expirée";19980410;20080410;"electricite de france service national (établissement public à caractère industriel et commercial),";"electricite de france";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR98727736";"France;EtablissementPublic";"[de|en|la] France";"electricite de france service national (établissement public à caractère industriel et commercial), electricite de france";"EPIC"
"238";"97711269";"ti-tac edf services martinique edf electricité de france";"Marque expirée";19971229;20071229;"edf services martinique etablissement public à caractère industriel et commercial,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR97711269";"France;EtablissementPublic";"[de|en|la] France";"edf services martinique etablissement public à caractère industriel et commercial, NA";"EPIC"
"239";"97710137";"tables des regions de france";"Marque expirée";19971223;20071223;"assemblée permanente des chambres d&apos;agriculture (etablissement public régi par les dispositions des articles l 513 et suivants du code rural),";NA;"Hologram";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR97710137";"France;EtablissementPublic";"[de|en|la] France";"assemblée permanente des chambres d&apos;agriculture (etablissement public régi par les dispositions des articles l 513 et suivants du code rural), NA";"Etablissement public"
"240";"97699746";"bonjour 98 la france accueille le monde";"Marque expirée";19971016;20071016;"etat français représenté par le ministère de l&apos;equipement des transports et du logement secretariat d&apos;etat au tourisme - direction du tourisme,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR97699746";"France;EtatFrançais";"[de|en|la] France";"etat français représenté par le ministère de l&apos;equipement des transports et du logement secretariat d&apos;etat au tourisme - direction du tourisme, NA";"Etat Français"
"241";"97684235";"""gaz de france s&apos;engage""";"Demande totalement rejetée";19970625;NA;"gaz de france etablissement public à caractère industriel et commercial,";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR97684235";"France;EtablissementPublic";"[de|en|la] France";"gaz de france etablissement public à caractère industriel et commercial, NA";"EPIC"
"242";"96631291";"bibliotheque nationale de france";"Marque expirée";19960624;20160624;"bibliothèque nationale de france etablissement public national à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR96631291";"France;EtablissementPublic";"[de|en|la] France";"bibliothèque nationale de france etablissement public national à caractère administratif NA";"EPA"
"243";"96631292";"bibliotheque nationale de france";"Marque expirée";19960624;20160624;"bibliothèque nationale de france etablissement public national à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR96631292";"France;EtablissementPublic";"[de|en|la] France";"bibliothèque nationale de france etablissement public national à caractère administratif NA";"EPA"
"244";"96631288";"actualites de la bibliotheque nationale de france";"Marque expirée";19960624;20060624;"bibliothèque nationale de france (établissement public national à caractère administratif),";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR96631288";"France;EtablissementPublic";"[de|en|la] France";"bibliothèque nationale de france (établissement public national à caractère administratif), NA";"EPA"
"245";"96631289";"bibliotheque nationale de france";"Marque expirée";19960624;20160624;"bibliothèque nationale de france etablissement public national à caractère administratif";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR96631289";"France;EtablissementPublic";"[de|en|la] France";"bibliothèque nationale de france etablissement public national à caractère administratif NA";"EPA"
"246";"96618414";"parcs naturels regionaux de france";"Marque renouvelée";19960327;20260327;"etat français, représenté par le ministre de l&apos;environnement, de l&apos;énergie et de la mer, etat";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR96618414";"France;EtatFrançais";"[de|en|la] France";"etat français, représenté par le ministre de l&apos;environnement, de l&apos;énergie et de la mer, etat NA";"Etat Français"
"247";"95601331";"free-net france entreprise sur internet - frensh enterprises on internet";"Marque expirée";19951213;20051213;"chambre de commerce et d&apos;industrie (etablissement public à caractère administratif),";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR95601331";"France;EtablissementPublic";"Autre France";"chambre de commerce et d&apos;industrie (etablissement public à caractère administratif), NA";"EPA"
"248";"95565829";"2015 france";"Marque expirée";19950316;20050316;"etat français représenté par le ministère de l&apos;intérieur,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR95565829";"France;EtatFrançais";"X France";"etat français représenté par le ministère de l&apos;intérieur, NA";"Etat Français"
"249";"95576103";"france metiers nord seine et marne";"Marque expirée";19950302;20050302;"chambre de metiers (etablissement public),";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR95576103";"France;EtablissementPublic";"France X";"chambre de metiers (etablissement public), NA";"Etablissement public"
"250";"94546086";"inatheque de france";"Marque expirée";19941124;20141124;"ina (institut national de l&apos;audiovisuel) epic (etablissement public à caractère industriel et commercial)";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR94546086";"France;EtablissementPublic";"[de|en|la] France";"ina (institut national de l&apos;audiovisuel) epic (etablissement public à caractère industriel et commercial) NA";"EPIC"
"251";"94542123";"bois-energie de france";"Marque expirée";19941026;20041026;"caisse des dépôts et consignations (etablissement public à statut particulier créé par la loi du 28 avril 1816),,fédération nationale des communes forestières de france (association loi 1901),";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR94542123";"France;EtablissementPublic";"[de|en|la] France";"caisse des dépôts et consignations (etablissement public à statut particulier créé par la loi du 28 avril 1816),,fédération nationale des communes forestières de france (association loi 1901), NA";"Etablissement public"
"252";"94530338";"patrimoine de la france images et documents";"Marque expirée";19940726;20040726;"etat français représenté par le ministère de la culture et de la francophonie,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR94530338";"France;EtatFrançais";"[de|en|la] France";"etat français représenté par le ministère de la culture et de la francophonie, NA";"Etat Français"
"253";"93497181";"gaz de france conseille";"Marque expirée";19931217;20131104;"gaz de france - service national établissement public à caractère industriel et commercial";"gaz de france,gdf suez";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR93497181";"France;EtablissementPublic";"[de|en|la] France";"gaz de france - service national établissement public à caractère industriel et commercial gaz de france,gdf suez";"EPIC"
"254";"93455672";"invest in france mission";"Marque expirée";19930217;20130217;"etat français représenté par mission interministérielle, sous la tutelle du  ministère de l&apos;economie et des finances, des relations extérieures et de  l&apos;industrie ";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR93455672";"France;EtatFrançais";"Autre France";"etat français représenté par mission interministérielle, sous la tutelle du  ministère de l&apos;economie et des finances, des relations extérieures et de  l&apos;industrie  NA";"Etat Français"
"255";"92420137";"meteo france";"Marque expirée";19920522;20020522;"l&apos;etat français, représenté par le ministère de l&apos;equipement, du logement et des transports,";"meteo-france";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR92420137";"France;EtatFrançais";"X France";"l&apos;etat français, représenté par le ministère de l&apos;equipement, du logement et des transports, meteo-france";"Etat Français"
"256";"92417193";"bibliotheque de france";"Marque expirée";19920429;20020429;"etablissement public de la bibliothèque de france,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR92417193";"France;EtablissementPublic";"[de|en|la] France";"etablissement public de la bibliothèque de france, NA";"Etablissement public"
"257";"92417192";"etablissement public de la bibliotheque de france";"Marque expirée";19920429;20020429;"etablissement public de la bibliothèque de france,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR92417192";"France;EtablissementPublic";"[de|en|la] France";"etablissement public de la bibliothèque de france, NA";"Etablissement public"
"258";"1644895";"fam france allemagne marketing";"Marque expirée";19910207;20010207;"chambre regionale de commerce et industrie centre etablissement public,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1644895";"France;EtablissementPublic";"Autre France";"chambre regionale de commerce et industrie centre etablissement public, NA";"Etablissement public"
"259";"1644894";"ftm france tchecoslovaquie marketing";"Marque expirée";19910207;20010207;"chambre regionale de commerce et industrie centre etablissement public,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1644894";"France;EtablissementPublic";"Autre France";"chambre regionale de commerce et industrie centre etablissement public, NA";"Etablissement public"
"260";"1690489";"fhm france hongrie marketing";"Marque expirée";19901213;20001213;"chambre regionale de commerce et d&apos;industrie ""centre"" etablissement public,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1690489";"France;EtablissementPublic";"Autre France";"chambre regionale de commerce et d&apos;industrie ""centre"" etablissement public, NA";"Etablissement public"
"261";"1700887";"cite de france";"Marque expirée";19901126;20001126;"electricite de france service national, établissement public à caractère industriel et commercial,";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1700887";"France;EtablissementPublic";"[de|en|la] France";"electricite de france service national, établissement public à caractère industriel et commercial, NA";"EPIC"
"262";"1624562";"gaz de france";"Marque expirée";19900928;20000928;"gaz de france (etablissement public à caractère industriel et commercial) service national - direction des etudes et techniques nouvelles,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1624562";"France;EtablissementPublic";"[de|en|la] France";"gaz de france (etablissement public à caractère industriel et commercial) service national - direction des etudes et techniques nouvelles, NA";"EPIC"
"263";"1621967";"parcs naturels de france";"Marque expirée";19900607;20000607;"1) etat français-ministère de l&apos;environnement représenté par le directeur de la protection de la nature,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1621967";"France;EtatFrançais";"[de|en|la] France";"1) etat français-ministère de l&apos;environnement représenté par le directeur de la protection de la nature, NA";"Etat Français"
"264";"1522753";"patrouille de france";"Marque renouvelée";19881212;20281212;"etat français, représenté par le ministre des armées, etat français, sirpa air";"etat francais represente par le ministre de la defense represente par le chef de l&apos;etat major de l&apos;armee de l&apos;air";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1522753";"France;EtatFrançais";"[de|en|la] France";"etat français, représenté par le ministre des armées, etat français, sirpa air etat francais represente par le ministre de la defense represente par le chef de l&apos;etat major de l&apos;armee de l&apos;air";"Etat Français"
"265";"1482492";"france telecom espace entreprises";"Marque expirée";19880810;19980810;"ministere des p et t et e - etat francais - direction des affaires commerciales et télématiques, direction générale des télécommunications,";"france telecom";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1482492";"France;EtatFrançais";"France X";"ministere des p et t et e - etat francais - direction des affaires commerciales et télématiques, direction générale des télécommunications, france telecom";"Etat Français"
"266";"1474879";"gaz de france";"Marque expirée";19880705;19980705;"gaz de france (etablissement public à caractère industriel et commercial) - service national - direction des etudes et techniques nouvelles,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1474879";"France;EtablissementPublic";"[de|en|la] France";"gaz de france (etablissement public à caractère industriel et commercial) - service national - direction des etudes et techniques nouvelles, NA";"EPIC"
"267";"1452260";"publications techniques des charbonnages de france";"Marque expirée";19880301;19980301;"charbonnages de france, etablissement public à caractère industriel et commercial";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1452260";"France;EtablissementPublic";"[de|en|la] France";"charbonnages de france, etablissement public à caractère industriel et commercial NA";"EPIC"
"268";"1435750";"france";"Marque expirée";19871117;19971117;"etat francais représenté par le secretariat d&apos;etat chargé du tourisme - direction de l&apos;industrie touristique,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1435750";"France;EtatFrançais";"X France";"etat francais représenté par le secretariat d&apos;etat chargé du tourisme - direction de l&apos;industrie touristique, NA";"Etat Français"
"269";"1487650";"origine france";"Marque expirée";19871002;19971002;"centre francais du commerce exterieur (etablissement public à caractère industriel et commercial epic)";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1487650";"France;EtablissementPublic";"X France";"centre francais du commerce exterieur (etablissement public à caractère industriel et commercial epic) NA";"EPIC"
"270";"1442037";"gaz de france forum gaz 22 mai 1987";"Marque expirée";19870605;19970605;"electricite de france-gaz de france etablissement public - centre de distribution de montbéliard,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1442037";"France;EtablissementPublic";"[de|en|la] France";"electricite de france-gaz de france etablissement public - centre de distribution de montbéliard, NA";"Etablissement public"
"271";"1410542";"vichy etat france";"Marque expirée";19870525;19970525;"etat francais, service des domaines,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1410542";"France;EtatFrançais";"X France";"etat francais, service des domaines, NA";"Etat Français"
"272";"1364860";"allo la france";"Marque expirée";19860723;19960723;"etat francais, représenté par le secrétaire d&apos;etat chargé des postes et télécommunications (direction générale des télécommunications - direction des affaires commerciales et télématiques - centre national d&apos;etudes des télécommunications),";"france telecom";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1364860";"France;EtatFrançais";"[de|en|la] France";"etat francais, représenté par le secrétaire d&apos;etat chargé des postes et télécommunications (direction générale des télécommunications - direction des affaires commerciales et télématiques - centre national d&apos;etudes des télécommunications), france telecom";"Etat Français"
"273";"1364859";"le grand jeu du telephone allo la france";"Marque expirée";19860723;19960723;"etat francais, représenté par le secrétaire d&apos;etat chargé des postes et télécommunications (direction générale des télécommunications - direction des affaires commerciales et télématiques - centre national d&apos;etudes des télécommunications),";"france telecom";"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1364859";"France;EtatFrançais";"[de|en|la] France";"etat francais, représenté par le secrétaire d&apos;etat chargé des postes et télécommunications (direction générale des télécommunications - direction des affaires commerciales et télématiques - centre national d&apos;etudes des télécommunications), france telecom";"Etat Français"
"274";"1410333";"metiers ruraux ca la france accueillante";"Marque expirée";19860325;19960325;"caisse nationale de credit agricole, etablissement public industriel et commercial,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1410333";"France;EtablissementPublic";"[de|en|la] France";"caisse nationale de credit agricole, etablissement public industriel et commercial, NA";"EPIC"
"275";"1497728";"telediffusion de france";"Marque expirée";19860121;19960121;"etablissement public, telediffusion de france,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1497728";"France;EtablissementPublic";"[de|en|la] France";"etablissement public, telediffusion de france, NA";"Etablissement public"
"276";"1338360";"le france";"Marque renouvelée";19860113;20260113;"association french lines, association loi 1901";"french lines & compagnies, etablissement public de coopération culturelle à caractère industriel et commercial";"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1338360";"France;EtablissementPublic";"X France";"association french lines, association loi 1901 french lines & compagnies, etablissement public de coopération culturelle à caractère industriel et commercial";"EPIC"
"277";"1302274";"tdf telediffusion de france";"Marque expirée";19850313;19950313;"etablissement public, telediffusion de france, 10, rue d&apos;oradour-sur-glane, 75732 paris cedex 15.";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1302274";"France;EtablissementPublic";"[de|en|la] France";"etablissement public, telediffusion de france, 10, rue d&apos;oradour-sur-glane, 75732 paris cedex 15. NA";"Etablissement public"
"278";"1170084";"tdf tele diffusion de france antiope service";"Marque expirée";19810213;NA;"etablissement public de diffusion dit ""telediffusion de france""";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1170084";"France;EtablissementPublic";"[de|en|la] France";"etablissement public de diffusion dit ""telediffusion de france"" NA";"Etablissement public"
"279";"1169110";"gaz de france";"Marque expirée";19801203;NA;"gaz de france (etablissement public à caractère industriel et commercial), service national, direction des etudes et techniques nouvelles, 23, rue philibert delorme, paris 17|.";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1169110";"France;EtablissementPublic";"[de|en|la] France";"gaz de france (etablissement public à caractère industriel et commercial), service national, direction des etudes et techniques nouvelles, 23, rue philibert delorme, paris 17|. NA";"EPIC"
"280";"1169100";"gaz de france";"Marque renouvelée";19801124;NA;"gaz de france (etablissement public à caractère industriel et commercial) - service national - direction des etudes et techniques nouvelles";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1169100";"France;EtablissementPublic";"[de|en|la] France";"gaz de france (etablissement public à caractère industriel et commercial) - service national - direction des etudes et techniques nouvelles NA";"EPIC"
"281";"1149584";"politique etrangere de la france 1871 - 1969";"Marque expirée";19790914;NA;"etat francais ministere du budget direction de l&apos;imprimerie nationale 27-39, rue de la convention, 75732 paris cedex 15.";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1149584";"France;EtatFrançais";"[de|en|la] France";"etat francais ministere du budget direction de l&apos;imprimerie nationale 27-39, rue de la convention, 75732 paris cedex 15. NA";"Etat Français"
"282";"1098057";"marseille marignane the gateway to southern france";"Marque expirée";19781218;NA;"chambre de commerce et d&apos;industrie de marseille. etablissement public.";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1098057";"France;EtablissementPublic";"X France";"chambre de commerce et d&apos;industrie de marseille. etablissement public. NA";"Etablissement public"
"283";"1015909";"vichy etat france";"Marque expirée";19770127;NA;"etat francais,";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR1015909";"France;EtatFrançais";"X France";"etat francais, NA";"Etat Français"
"284";"920036";"tele diffusion de france tdf";"Marque expirée";19750317;NA;"etablissement public de diffusion,";NA;"Word";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR920036";"France;EtablissementPublic";"[de|en|la] France";"etablissement public de diffusion, NA";"Etablissement public"
"285";"4555725";"utilise par les armees francaises";"Marque enregistrée";20190529;20290529;"etat français représenté par le ministre des armées";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4555725";"EtatFrançais";"Français[e]";"etat français représenté par le ministre des armées NA";"Etat Français"
"286";"4508316";"explorefrance";"Marque enregistrée";20181214;20281214;"etat français représenté par le premier ministre- service d&apos;information du gouvernement (sig)";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4508316";"EtatFrançais";"X France";"etat français représenté par le premier ministre- service d&apos;information du gouvernement (sig) NA";"Etat Français"
"287";"4500700";"dgsi republique francaise direction generale de la securite interieure";"Marque enregistrée";20181116;20281116;"etat français représenté par le ministre de l&apos;intérieur";NA;"Combined";"https://api-gateway.inpi.fr/services/apidiffusion/api/marques/notice/FR4500700";"EtatFrançais";"Français[e]";"etat français représenté par le ministre de l&apos;intérieur NA";"Etat Français"
